Date,isVacation,,,,,計算年度,國定假日,,補班日,
2018/2/10,TRUE,,,,,,2021/2/11,TRUE,,
2018/2/11,TRUE,,,,,,2021/2/12,TRUE,,
2018/2/12,FALSE,,,,,,2021/2/26,TRUE,,
2018/2/13,FALSE,,,,,,2021/4/1,TRUE,,
2018/2/14,FALSE,,,,,,2021/4/2,TRUE,,
2018/2/15,TRUE,,,,,,,,,
2018/2/16,TRUE,,,,,,,,,
2018/2/17,TRUE,,,,,,,,,
2018/2/18,TRUE,,,,,,,,,
2018/2/19,FALSE,,,,,,,,,
2018/2/20,FALSE,,,,,,,,,
2018/2/21,FALSE,,,,,,,,,
2018/2/22,FALSE,,,,,,,,,
2018/2/23,FALSE,,,,,,,,,
2018/2/24,TRUE,,,,,,,,,
2018/2/25,TRUE,,,,,,,,,
2018/2/26,FALSE,,,,,,,,,
2018/2/27,FALSE,,,,,,,,,
2018/2/28,TRUE,,,,,,,,,
2018/3/1,FALSE,,,,,,,,,
2018/3/2,FALSE,,,,,,,,,
2018/3/3,TRUE,,,,,,,,,
2018/3/4,TRUE,,,,,,,,,
2018/3/5,FALSE,,,,,,,,,
2018/3/6,FALSE,,,,,,,,,
2018/3/7,FALSE,,,,,,,,,
2018/3/8,FALSE,,,,,,,,,
2018/3/9,FALSE,,,,,,,,,
2018/3/10,TRUE,,,,,,,,,
2018/3/11,TRUE,,,,,,,,,
2018/3/12,FALSE,,,,,,,,,
2018/3/13,FALSE,,,,,,,,,
2018/3/14,FALSE,,,,,,,,,
2018/3/15,FALSE,,,,,,,,,
2018/3/16,FALSE,,,,,,,,,
2018/3/17,TRUE,,,,,,,,,
2018/3/18,TRUE,,,,,,,,,
2018/3/19,FALSE,,,,,,,,,
2018/3/20,FALSE,,,,,,,,,
2018/3/21,FALSE,,,,,,,,,
2018/3/22,FALSE,,,,,,,,,
2018/3/23,FALSE,,,,,,,,,
2018/3/24,TRUE,,,,,,,,,
2018/3/25,TRUE,,,,,,,,,
2018/3/26,FALSE,,,,,,,,,
2018/3/27,FALSE,,,,,,,,,
2018/3/28,FALSE,,,,,,,,,
2018/3/29,FALSE,,,,,,,,,
2018/3/30,FALSE,,,,,,,,,
2018/3/31,FALSE,,,,,,,,,
2018/4/1,TRUE,,,,,,,,,
2018/4/2,FALSE,,,,,,,,,
2018/4/3,FALSE,,,,,,,,,
2018/4/4,TRUE,,,,,,,,,
2018/4/5,TRUE,,,,,,,,,
2018/4/6,TRUE,,,,,,,,,
2018/4/7,TRUE,,,,,,,,,
2018/4/8,TRUE,,,,,,,,,
2018/4/9,FALSE,,,,,,,,,
2018/4/10,FALSE,,,,,,,,,
2018/4/11,FALSE,,,,,,,,,
2018/4/12,FALSE,,,,,,,,,
2018/4/13,FALSE,,,,,,,,,
2018/4/14,TRUE,,,,,,,,,
2018/4/15,TRUE,,,,,,,,,
2018/4/16,FALSE,,,,,,,,,
2018/4/17,FALSE,,,,,,,,,
2018/4/18,FALSE,,,,,,,,,
2018/4/19,FALSE,,,,,,,,,
2018/4/20,FALSE,,,,,,,,,
2018/4/21,TRUE,,,,,,,,,
2018/4/22,TRUE,,,,,,,,,
2018/4/23,FALSE,,,,,,,,,
2018/4/24,FALSE,,,,,,,,,
2018/4/25,FALSE,,,,,,,,,
2018/4/26,FALSE,,,,,,,,,
2018/4/27,FALSE,,,,,,,,,
2018/4/28,TRUE,,,,,,,,,
2018/4/29,TRUE,,,,,,,,,
2018/4/30,FALSE,,,,,,,,,
2018/5/1,TRUE,,,,,,,,,
2018/5/2,FALSE,,,,,,,,,
2018/5/3,FALSE,,,,,,,,,
2018/5/4,FALSE,,,,,,,,,
2018/5/5,TRUE,,,,,,,,,
2018/5/6,TRUE,,,,,,,,,
2018/5/7,FALSE,,,,,,,,,
2018/5/8,FALSE,,,,,,,,,
2018/5/9,FALSE,,,,,,,,,
2018/5/10,FALSE,,,,,,,,,
2018/5/11,FALSE,,,,,,,,,
2018/5/12,TRUE,,,,,,,,,
2018/5/13,TRUE,,,,,,,,,
2018/5/14,FALSE,,,,,,,,,
2018/5/15,FALSE,,,,,,,,,
2018/5/16,FALSE,,,,,,,,,
2018/5/17,FALSE,,,,,,,,,
2018/5/18,FALSE,,,,,,,,,
2018/5/19,TRUE,,,,,,,,,
2018/5/20,TRUE,,,,,,,,,
2018/5/21,FALSE,,,,,,,,,
2018/5/22,FALSE,,,,,,,,,
2018/5/23,FALSE,,,,,,,,,
2018/5/24,FALSE,,,,,,,,,
2018/5/25,FALSE,,,,,,,,,
2018/5/26,TRUE,,,,,,,,,
2018/5/27,TRUE,,,,,,,,,
2018/5/28,FALSE,,,,,,,,,
2018/5/29,FALSE,,,,,,,,,
2018/5/30,FALSE,,,,,,,,,
2018/5/31,FALSE,,,,,,,,,
2018/6/1,FALSE,,,,,,,,,
2018/6/2,TRUE,,,,,,,,,
2018/6/3,TRUE,,,,,,,,,
2018/6/4,FALSE,,,,,,,,,
2018/6/5,FALSE,,,,,,,,,
2018/6/6,FALSE,,,,,,,,,
2018/6/7,FALSE,,,,,,,,,
2018/6/8,FALSE,,,,,,,,,
2018/6/9,TRUE,,,,,,,,,
2018/6/10,TRUE,,,,,,,,,
2018/6/11,FALSE,,,,,,,,,
2018/6/12,FALSE,,,,,,,,,
2018/6/13,FALSE,,,,,,,,,
2018/6/14,FALSE,,,,,,,,,
2018/6/15,FALSE,,,,,,,,,
2018/6/16,TRUE,,,,,,,,,
2018/6/17,TRUE,,,,,,,,,
2018/6/18,TRUE,,,,,,,,,
2018/6/19,FALSE,,,,,,,,,
2018/6/20,FALSE,,,,,,,,,
2018/6/21,FALSE,,,,,,,,,
2018/6/22,FALSE,,,,,,,,,
2018/6/23,TRUE,,,,,,,,,
2018/6/24,TRUE,,,,,,,,,
2018/6/25,FALSE,,,,,,,,,
2018/6/26,FALSE,,,,,,,,,
2018/6/27,FALSE,,,,,,,,,
2018/6/28,FALSE,,,,,,,,,
2018/6/29,FALSE,,,,,,,,,
2018/6/30,TRUE,,,,,,,,,
2018/7/1,TRUE,,,,,,,,,
2018/7/2,FALSE,,,,,,,,,
2018/7/3,FALSE,,,,,,,,,
2018/7/4,FALSE,,,,,,,,,
2018/7/5,FALSE,,,,,,,,,
2018/7/6,FALSE,,,,,,,,,
2018/7/7,TRUE,,,,,,,,,
2018/7/8,TRUE,,,,,,,,,
2018/7/9,FALSE,,,,,,,,,
2018/7/10,FALSE,,,,,,,,,
2018/7/11,FALSE,,,,,,,,,
2018/7/12,FALSE,,,,,,,,,
2018/7/13,FALSE,,,,,,,,,
2018/7/14,TRUE,,,,,,,,,
2018/7/15,TRUE,,,,,,,,,
2018/7/16,FALSE,,,,,,,,,
2018/7/17,FALSE,,,,,,,,,
2018/7/18,FALSE,,,,,,,,,
2018/7/19,FALSE,,,,,,,,,
2018/7/20,FALSE,,,,,,,,,
2018/7/21,TRUE,,,,,,,,,
2018/7/22,TRUE,,,,,,,,,
2018/7/23,FALSE,,,,,,,,,
2018/7/24,FALSE,,,,,,,,,
2018/7/25,FALSE,,,,,,,,,
2018/7/26,FALSE,,,,,,,,,
2018/7/27,FALSE,,,,,,,,,
2018/7/28,TRUE,,,,,,,,,
2018/7/29,TRUE,,,,,,,,,
2018/7/30,FALSE,,,,,,,,,
2018/7/31,FALSE,,,,,,,,,
2018/8/1,FALSE,,,,,,,,,
2018/8/2,FALSE,,,,,,,,,
2018/8/3,FALSE,,,,,,,,,
2018/8/4,TRUE,,,,,,,,,
2018/8/5,TRUE,,,,,,,,,
2018/8/6,FALSE,,,,,,,,,
2018/8/7,FALSE,,,,,,,,,
2018/8/8,FALSE,,,,,,,,,
2018/8/9,FALSE,,,,,,,,,
2018/8/10,FALSE,,,,,,,,,
2018/8/11,TRUE,,,,,,,,,
2018/8/12,TRUE,,,,,,,,,
2018/8/13,FALSE,,,,,,,,,
2018/8/14,FALSE,,,,,,,,,
2018/8/15,FALSE,,,,,,,,,
2018/8/16,FALSE,,,,,,,,,
2018/8/17,FALSE,,,,,,,,,
2018/8/18,TRUE,,,,,,,,,
2018/8/19,TRUE,,,,,,,,,
2018/8/20,FALSE,,,,,,,,,
2018/8/21,FALSE,,,,,,,,,
2018/8/22,FALSE,,,,,,,,,
2018/8/23,FALSE,,,,,,,,,
2018/8/24,FALSE,,,,,,,,,
2018/8/25,TRUE,,,,,,,,,
2018/8/26,TRUE,,,,,,,,,
2018/8/27,FALSE,,,,,,,,,
2018/8/28,FALSE,,,,,,,,,
2018/8/29,FALSE,,,,,,,,,
2018/8/30,FALSE,,,,,,,,,
2018/8/31,FALSE,,,,,,,,,
2018/9/1,TRUE,,,,,,,,,
2018/9/2,TRUE,,,,,,,,,
2018/9/3,FALSE,,,,,,,,,
2018/9/4,FALSE,,,,,,,,,
2018/9/5,FALSE,,,,,,,,,
2018/9/6,FALSE,,,,,,,,,
2018/9/7,FALSE,,,,,,,,,
2018/9/8,TRUE,,,,,,,,,
2018/9/9,TRUE,,,,,,,,,
2018/9/10,FALSE,,,,,,,,,
2018/9/11,FALSE,,,,,,,,,
2018/9/12,FALSE,,,,,,,,,
2018/9/13,FALSE,,,,,,,,,
2018/9/14,FALSE,,,,,,,,,
2018/9/15,TRUE,,,,,,,,,
2018/9/16,TRUE,,,,,,,,,
2018/9/17,FALSE,,,,,,,,,
2018/9/18,FALSE,,,,,,,,,
2018/9/19,FALSE,,,,,,,,,
2018/9/20,FALSE,,,,,,,,,
2018/9/21,FALSE,,,,,,,,,
2018/9/22,TRUE,,,,,,,,,
2018/9/23,TRUE,,,,,,,,,
2018/9/24,TRUE,,,,,,,,,
2018/9/25,FALSE,,,,,,,,,
2018/9/26,FALSE,,,,,,,,,
2018/9/27,FALSE,,,,,,,,,
2018/9/28,FALSE,,,,,,,,,
2018/9/29,TRUE,,,,,,,,,
2018/9/30,TRUE,,,,,,,,,
2018/10/1,FALSE,,,,,,,,,
2018/10/2,FALSE,,,,,,,,,
2018/10/3,FALSE,,,,,,,,,
2018/10/4,FALSE,,,,,,,,,
2018/10/5,FALSE,,,,,,,,,
2018/10/6,TRUE,,,,,,,,,
2018/10/7,TRUE,,,,,,,,,
2018/10/8,FALSE,,,,,,,,,
2018/10/9,FALSE,,,,,,,,,
2018/10/10,TRUE,,,,,,,,,
2018/10/11,FALSE,,,,,,,,,
2018/10/12,FALSE,,,,,,,,,
2018/10/13,TRUE,,,,,,,,,
2018/10/14,TRUE,,,,,,,,,
2018/10/15,FALSE,,,,,,,,,
2018/10/16,FALSE,,,,,,,,,
2018/10/17,FALSE,,,,,,,,,
2018/10/18,FALSE,,,,,,,,,
2018/10/19,FALSE,,,,,,,,,
2018/10/20,TRUE,,,,,,,,,
2018/10/21,TRUE,,,,,,,,,
2018/10/22,FALSE,,,,,,,,,
2018/10/23,FALSE,,,,,,,,,
2018/10/24,FALSE,,,,,,,,,
2018/10/25,FALSE,,,,,,,,,
2018/10/26,FALSE,,,,,,,,,
2018/10/27,TRUE,,,,,,,,,
2018/10/28,TRUE,,,,,,,,,
2018/10/29,FALSE,,,,,,,,,
2018/10/30,FALSE,,,,,,,,,
2018/10/31,FALSE,,,,,,,,,
2018/11/1,FALSE,,,,,,,,,
2018/11/2,FALSE,,,,,,,,,
2018/11/3,TRUE,,,,,,,,,
2018/11/4,TRUE,,,,,,,,,
2018/11/5,FALSE,,,,,,,,,
2018/11/6,FALSE,,,,,,,,,
2018/11/7,FALSE,,,,,,,,,
2018/11/8,FALSE,,,,,,,,,
2018/11/9,FALSE,,,,,,,,,
2018/11/10,TRUE,,,,,,,,,
2018/11/11,TRUE,,,,,,,,,
2018/11/12,FALSE,,,,,,,,,
2018/11/13,FALSE,,,,,,,,,
2018/11/14,FALSE,,,,,,,,,
2018/11/15,FALSE,,,,,,,,,
2018/11/16,FALSE,,,,,,,,,
2018/11/17,TRUE,,,,,,,,,
2018/11/18,TRUE,,,,,,,,,
2018/11/19,FALSE,,,,,,,,,
2018/11/20,FALSE,,,,,,,,,
2018/11/21,FALSE,,,,,,,,,
2018/11/22,FALSE,,,,,,,,,
2018/11/23,FALSE,,,,,,,,,
2018/11/24,TRUE,,,,,,,,,
2018/11/25,TRUE,,,,,,,,,
2018/11/26,FALSE,,,,,,,,,
2018/11/27,FALSE,,,,,,,,,
2018/11/28,FALSE,,,,,,,,,
2018/11/29,FALSE,,,,,,,,,
2018/11/30,FALSE,,,,,,,,,
2018/12/1,TRUE,,,,,,,,,
2018/12/2,TRUE,,,,,,,,,
2018/12/3,FALSE,,,,,,,,,
2018/12/4,FALSE,,,,,,,,,
2018/12/5,FALSE,,,,,,,,,
2018/12/6,FALSE,,,,,,,,,
2018/12/7,FALSE,,,,,,,,,
2018/12/8,TRUE,,,,,,,,,
2018/12/9,TRUE,,,,,,,,,
2018/12/10,FALSE,,,,,,,,,
2018/12/11,FALSE,,,,,,,,,
2018/12/12,FALSE,,,,,,,,,
2018/12/13,FALSE,,,,,,,,,
2018/12/14,FALSE,,,,,,,,,
2018/12/15,TRUE,,,,,,,,,
2018/12/16,TRUE,,,,,,,,,
2018/12/17,FALSE,,,,,,,,,
2018/12/18,FALSE,,,,,,,,,
2018/12/19,FALSE,,,,,,,,,
2018/12/20,FALSE,,,,,,,,,
2018/12/21,FALSE,,,,,,,,,
2018/12/22,FALSE,,,,,,,,,
2018/12/23,TRUE,,,,,,,,,
2018/12/24,FALSE,,,,,,,,,
2018/12/25,FALSE,,,,,,,,,
2018/12/26,FALSE,,,,,,,,,
2018/12/27,FALSE,,,,,,,,,
2018/12/28,FALSE,,,,,,,,,
2018/12/29,TRUE,,,,,,,,,
2018/12/30,TRUE,,,,,,,,,
2018/12/31,TRUE,,,,,,,,,
2019/1/1,TRUE,,,,,,,,,
2019/1/2,FALSE,,,,,,,,,
2019/1/3,FALSE,,,,,,,,,
2019/1/4,FALSE,,,,,,,,,
2019/1/5,TRUE,,,,,,,,,
2019/1/6,TRUE,,,,,,,,,
2019/1/7,FALSE,,,,,,,,,
2019/1/8,FALSE,,,,,,,,,
2019/1/9,FALSE,,,,,,,,,
2019/1/10,FALSE,,,,,,,,,
2019/1/11,FALSE,,,,,,,,,
2019/1/12,TRUE,,,,,,,,,
2019/1/13,TRUE,,,,,,,,,
2019/1/14,FALSE,,,,,,,,,
2019/1/15,FALSE,,,,,,,,,
2019/1/16,FALSE,,,,,,,,,
2019/1/17,FALSE,,,,,,,,,
2019/1/18,FALSE,,,,,,,,,
2019/1/19,FALSE,,,,,,,,,
2019/1/20,TRUE,,,,,,,,,
2019/1/21,FALSE,,,,,,,,,
2019/1/22,FALSE,,,,,,,,,
2019/1/23,FALSE,,,,,,,,,
2019/1/24,FALSE,,,,,,,,,
2019/1/25,FALSE,,,,,,,,,
2019/1/26,TRUE,,,,,,,,,
2019/1/27,TRUE,,,,,,,,,
2019/1/28,FALSE,,,,,,,,,
2019/1/29,FALSE,,,,,,,,,
2019/1/30,FALSE,,,,,,,,,
2019/1/31,FALSE,,,,,,,,,
2019/2/1,FALSE,,,,,,,,,
2019/2/2,TRUE,,,,,,,,,
2019/2/3,TRUE,,,,,,,,,
2019/2/4,TRUE,,,,,,,,,
2019/2/5,TRUE,,,,,,,,,
2019/2/6,TRUE,,,,,,,,,
2019/2/7,TRUE,,,,,,,,,
2019/2/8,TRUE,,,,,,,,,
2019/2/9,TRUE,,,,,,,,,
2019/2/10,TRUE,,,,,,,,,
2019/2/11,FALSE,,,,,,,,,
2019/2/12,FALSE,,,,,,,,,
2019/2/13,FALSE,,,,,,,,,
2019/2/14,FALSE,,,,,,,,,
2019/2/15,FALSE,,,,,,,,,
2019/2/16,TRUE,,,,,,,,,
2019/2/17,TRUE,,,,,,,,,
2019/2/18,FALSE,,,,,,,,,
2019/2/19,FALSE,,,,,,,,,
2019/2/20,FALSE,,,,,,,,,
2019/2/21,FALSE,,,,,,,,,
2019/2/22,FALSE,,,,,,,,,
2019/2/23,FALSE,,,,,,,,,
2019/2/24,TRUE,,,,,,,,,
2019/2/25,FALSE,,,,,,,,,
2019/2/26,FALSE,,,,,,,,,
2019/2/27,FALSE,,,,,,,,,
2019/2/28,TRUE,,,,,,,,,
2019/3/1,TRUE,,,,,,,,,
2019/3/2,TRUE,,,,,,,,,
2019/3/3,TRUE,,,,,,,,,
2019/3/4,FALSE,,,,,,,,,
2019/3/5,FALSE,,,,,,,,,
2019/3/6,FALSE,,,,,,,,,
2019/3/7,FALSE,,,,,,,,,
2019/3/8,FALSE,,,,,,,,,
2019/3/9,TRUE,,,,,,,,,
2019/3/10,TRUE,,,,,,,,,
2019/3/11,FALSE,,,,,,,,,
2019/3/12,FALSE,,,,,,,,,
2019/3/13,FALSE,,,,,,,,,
2019/3/14,FALSE,,,,,,,,,
2019/3/15,FALSE,,,,,,,,,
2019/3/16,TRUE,,,,,,,,,
2019/3/17,TRUE,,,,,,,,,
2019/3/18,FALSE,,,,,,,,,
2019/3/19,FALSE,,,,,,,,,
2019/3/20,FALSE,,,,,,,,,
2019/3/21,FALSE,,,,,,,,,
2019/3/22,FALSE,,,,,,,,,
2019/3/23,TRUE,,,,,,,,,
2019/3/24,TRUE,,,,,,,,,
2019/3/25,FALSE,,,,,,,,,
2019/3/26,FALSE,,,,,,,,,
2019/3/27,FALSE,,,,,,,,,
2019/3/28,FALSE,,,,,,,,,
2019/3/29,FALSE,,,,,,,,,
2019/3/30,TRUE,,,,,,,,,
2019/3/31,TRUE,,,,,,,,,
2019/4/1,FALSE,,,,,,,,,
2019/4/2,FALSE,,,,,,,,,
2019/4/3,FALSE,,,,,,,,,
2019/4/4,TRUE,,,,,,,,,
2019/4/5,TRUE,,,,,,,,,
2019/4/6,TRUE,,,,,,,,,
2019/4/7,TRUE,,,,,,,,,
2019/4/8,FALSE,,,,,,,,,
2019/4/9,FALSE,,,,,,,,,
2019/4/10,FALSE,,,,,,,,,
2019/4/11,FALSE,,,,,,,,,
2019/4/12,FALSE,,,,,,,,,
2019/4/13,TRUE,,,,,,,,,
2019/4/14,TRUE,,,,,,,,,
2019/4/15,FALSE,,,,,,,,,
2019/4/16,FALSE,,,,,,,,,
2019/4/17,FALSE,,,,,,,,,
2019/4/18,FALSE,,,,,,,,,
2019/4/19,FALSE,,,,,,,,,
2019/4/20,TRUE,,,,,,,,,
2019/4/21,TRUE,,,,,,,,,
2019/4/22,FALSE,,,,,,,,,
2019/4/23,FALSE,,,,,,,,,
2019/4/24,FALSE,,,,,,,,,
2019/4/25,FALSE,,,,,,,,,
2019/4/26,FALSE,,,,,,,,,
2019/4/27,TRUE,,,,,,,,,
2019/4/28,TRUE,,,,,,,,,
2019/4/29,FALSE,,,,,,,,,
2019/4/30,FALSE,,,,,,,,,
2019/5/1,TRUE,,,,,,,,,
2019/5/2,FALSE,,,,,,,,,
2019/5/3,FALSE,,,,,,,,,
2019/5/4,TRUE,,,,,,,,,
2019/5/5,TRUE,,,,,,,,,
2019/5/6,FALSE,,,,,,,,,
2019/5/7,FALSE,,,,,,,,,
2019/5/8,FALSE,,,,,,,,,
2019/5/9,FALSE,,,,,,,,,
2019/5/10,FALSE,,,,,,,,,
2019/5/11,TRUE,,,,,,,,,
2019/5/12,TRUE,,,,,,,,,
2019/5/13,FALSE,,,,,,,,,
2019/5/14,FALSE,,,,,,,,,
2019/5/15,FALSE,,,,,,,,,
2019/5/16,FALSE,,,,,,,,,
2019/5/17,FALSE,,,,,,,,,
2019/5/18,TRUE,,,,,,,,,
2019/5/19,TRUE,,,,,,,,,
2019/5/20,FALSE,,,,,,,,,
2019/5/21,FALSE,,,,,,,,,
2019/5/22,FALSE,,,,,,,,,
2019/5/23,FALSE,,,,,,,,,
2019/5/24,FALSE,,,,,,,,,
2019/5/25,TRUE,,,,,,,,,
2019/5/26,TRUE,,,,,,,,,
2019/5/27,FALSE,,,,,,,,,
2019/5/28,FALSE,,,,,,,,,
2019/5/29,FALSE,,,,,,,,,
2019/5/30,FALSE,,,,,,,,,
2019/5/31,FALSE,,,,,,,,,
2019/6/1,TRUE,,,,,,,,,
2019/6/2,TRUE,,,,,,,,,
2019/6/3,FALSE,,,,,,,,,
2019/6/4,FALSE,,,,,,,,,
2019/6/5,FALSE,,,,,,,,,
2019/6/6,FALSE,,,,,,,,,
2019/6/7,TRUE,,,,,,,,,
2019/6/8,TRUE,,,,,,,,,
2019/6/9,TRUE,,,,,,,,,
2019/6/10,FALSE,,,,,,,,,
2019/6/11,FALSE,,,,,,,,,
2019/6/12,FALSE,,,,,,,,,
2019/6/13,FALSE,,,,,,,,,
2019/6/14,FALSE,,,,,,,,,
2019/6/15,TRUE,,,,,,,,,
2019/6/16,TRUE,,,,,,,,,
2019/6/17,FALSE,,,,,,,,,
2019/6/18,FALSE,,,,,,,,,
2019/6/19,FALSE,,,,,,,,,
2019/6/20,FALSE,,,,,,,,,
2019/6/21,FALSE,,,,,,,,,
2019/6/22,TRUE,,,,,,,,,
2019/6/23,TRUE,,,,,,,,,
2019/6/24,FALSE,,,,,,,,,
2019/6/25,FALSE,,,,,,,,,
2019/6/26,FALSE,,,,,,,,,
2019/6/27,FALSE,,,,,,,,,
2019/6/28,FALSE,,,,,,,,,
2019/6/29,TRUE,,,,,,,,,
2019/6/30,TRUE,,,,,,,,,
2019/7/1,FALSE,,,,,,,,,
2019/7/2,FALSE,,,,,,,,,
2019/7/3,FALSE,,,,,,,,,
2019/7/4,FALSE,,,,,,,,,
2019/7/5,FALSE,,,,,,,,,
2019/7/6,TRUE,,,,,,,,,
2019/7/7,TRUE,,,,,,,,,
2019/7/8,FALSE,,,,,,,,,
2019/7/9,FALSE,,,,,,,,,
2019/7/10,FALSE,,,,,,,,,
2019/7/11,FALSE,,,,,,,,,
2019/7/12,FALSE,,,,,,,,,
2019/7/13,TRUE,,,,,,,,,
2019/7/14,TRUE,,,,,,,,,
2019/7/15,FALSE,,,,,,,,,
2019/7/16,FALSE,,,,,,,,,
2019/7/17,FALSE,,,,,,,,,
2019/7/18,FALSE,,,,,,,,,
2019/7/19,FALSE,,,,,,,,,
2019/7/20,TRUE,,,,,,,,,
2019/7/21,TRUE,,,,,,,,,
2019/7/22,FALSE,,,,,,,,,
2019/7/23,FALSE,,,,,,,,,
2019/7/24,FALSE,,,,,,,,,
2019/7/25,FALSE,,,,,,,,,
2019/7/26,FALSE,,,,,,,,,
2019/7/27,TRUE,,,,,,,,,
2019/7/28,TRUE,,,,,,,,,
2019/7/29,FALSE,,,,,,,,,
2019/7/30,FALSE,,,,,,,,,
2019/7/31,FALSE,,,,,,,,,
2019/8/1,FALSE,,,,,,,,,
2019/8/2,FALSE,,,,,,,,,
2019/8/3,TRUE,,,,,,,,,
2019/8/4,TRUE,,,,,,,,,
2019/8/5,FALSE,,,,,,,,,
2019/8/6,FALSE,,,,,,,,,
2019/8/7,FALSE,,,,,,,,,
2019/8/8,FALSE,,,,,,,,,
2019/8/9,FALSE,,,,,,,,,
2019/8/10,TRUE,,,,,,,,,
2019/8/11,TRUE,,,,,,,,,
2019/8/12,FALSE,,,,,,,,,
2019/8/13,FALSE,,,,,,,,,
2019/8/14,FALSE,,,,,,,,,
2019/8/15,FALSE,,,,,,,,,
2019/8/16,FALSE,,,,,,,,,
2019/8/17,TRUE,,,,,,,,,
2019/8/18,TRUE,,,,,,,,,
2019/8/19,FALSE,,,,,,,,,
2019/8/20,FALSE,,,,,,,,,
2019/8/21,FALSE,,,,,,,,,
2019/8/22,FALSE,,,,,,,,,
2019/8/23,FALSE,,,,,,,,,
2019/8/24,TRUE,,,,,,,,,
2019/8/25,TRUE,,,,,,,,,
2019/8/26,FALSE,,,,,,,,,
2019/8/27,FALSE,,,,,,,,,
2019/8/28,FALSE,,,,,,,,,
2019/8/29,FALSE,,,,,,,,,
2019/8/30,FALSE,,,,,,,,,
2019/8/31,TRUE,,,,,,,,,
2019/9/1,TRUE,,,,,,,,,
2019/9/2,FALSE,,,,,,,,,
2019/9/3,FALSE,,,,,,,,,
2019/9/4,FALSE,,,,,,,,,
2019/9/5,FALSE,,,,,,,,,
2019/9/6,FALSE,,,,,,,,,
2019/9/7,TRUE,,,,,,,,,
2019/9/8,TRUE,,,,,,,,,
2019/9/9,FALSE,,,,,,,,,
2019/9/10,FALSE,,,,,,,,,
2019/9/11,FALSE,,,,,,,,,
2019/9/12,FALSE,,,,,,,,,
2019/9/13,TRUE,,,,,,,,,
2019/9/14,TRUE,,,,,,,,,
2019/9/15,TRUE,,,,,,,,,
2019/9/16,FALSE,,,,,,,,,
2019/9/17,FALSE,,,,,,,,,
2019/9/18,FALSE,,,,,,,,,
2019/9/19,FALSE,,,,,,,,,
2019/9/20,FALSE,,,,,,,,,
2019/9/21,TRUE,,,,,,,,,
2019/9/22,TRUE,,,,,,,,,
2019/9/23,FALSE,,,,,,,,,
2019/9/24,FALSE,,,,,,,,,
2019/9/25,FALSE,,,,,,,,,
2019/9/26,FALSE,,,,,,,,,
2019/9/27,FALSE,,,,,,,,,
2019/9/28,TRUE,,,,,,,,,
2019/9/29,TRUE,,,,,,,,,
2019/9/30,FALSE,,,,,,,,,
2019/10/1,FALSE,,,,,,,,,
